class, text
"pos","au n 3 l’Algérie n'a jamais pensée l'ouverture ces frontières avec le Maroc , ni demain ni dans 1000 ans , que chacun pour soit . wallahi c'est une promesse la preuve ça fait déjà 22 ans , pour ne pas dire depuis 1963 ."
"pos","cher ministre la france ces frantiéres sont ouvertes avec toute l´europe tout le monde sort et entre quand il veut mais ils se ferment sans revenir au president seul le procureur general peut le faire mais contre aux criminels ..voleurs de richesses de peuples"
"pos","Apres vos déclarations Mr le Ministre, je conclue qu'il n' y a pas de gouvernement au Maroc et c'est le Roi qui fait tout ! Il est ministre de l’intérieur, ministre des affaires étrangères, ministre de la défense ...etc. Vive la démocratie marocaine!"
"neg","Homme opportuniste, parle comme s il est onocent d abus de pouvoir. Il a accepte' les bourses d etudes a son fils en France, emboucher sa fille avec un salaire eleve' ,,,,,,,s est enrichi avec sa clonne en 5 ans, lui reste une marge a critiquer ? Faqid achaye la you3teh"
"pos","Vous étiez premier ministre et cest une catastrophe chômage sans emploie sdf Mendicité Le paye. et une ruine Dès bidon ville dans toute les banlieues des villes des hôpitaux qui laiss a désirer une chose et sûre les riche sont encore plus riche les pauvre son encore pauvre bref vaut mieux disparaître.mohammed"
"pos","C'est facile de raconter et de faire des recommandations alors que tu étais au volant du Chef du Gouvernement . Pourquoi tu n'as pas pris des  . décisions contre la mauvaise Gouvernance. Alors c'est la conséquence de ta gestion. Iwa Bazzz"
"pos","ce Mr à fait plus de mal au marocains avec ces reformes bidon il a doublé le prix de l'eaux et de l'électricités et du gasoil pour les pauvres est a augmenté les retraites pour les hauts fonctionnaires alors ne cherchez pas a refaire la surface encore sur la miser de ce pauvre peuple les marocains ont perdu la confiance de toutes partis politiques et du gouvernement rester loin de la politique s'il vous plait"
"pos","si Benkirane vous avez échoué alors BARAKA, oui ; suffisent les nouveaux postes des pauvres contractuels alors que l'officiel ça a commencé par vos enfants. il ne faut pas jouer sur l'identité marocaine, personne ne vous croit. on est des musulmans depuis que le Maroc est Maroc, alors trouvez SVP autre chose; nos institutions sont une garantie pour notre survie, ça on le sait. ce qui intéresse le citoyen, c est l'application des lois, la protection du citoyen et de ses droits et la lutte contre l'impunité. l'avez -vous fait? alors que vous aviez tous les dossiers entre vos mains y compris l''institution judiciaire? Votre ère est celle des dinosaures en carton, oui en carton: oui, vous, chabat, lachgar et les autres. vous avez tué, tous, la classe moyenne, mais nos idéaux survivront et notre amour pour notre pays, notre roi persistera; on survivra; vous périrez"
"pos","Un discours qui distille de la pure hypocrisie puante ."
"neg","benkiran je sais que tu as une bonne nyya tu mérite  bien d être le chef du gouvernement mais comment tu  fera si tu est entoure de crocodiles ce que j aime en toi est que la parole, d allah est toujour en permanence dans ta bouche mais on a des gens qui ont oublier que  le maroc est un pays musulman avant tout comme et la deja expliquer notre roi hassan 2 que allah lui fais misericorde la laicite n as pas de place au maroc alors faite vos bagages et de suite"
"pos","Dites-moi Mr Benkirane qui est responsable de ce qui se passe aujourdhui au Maroc et qui a bloqué les investissements adresse a ALHOCEIMA ,vous Mr benkirane parce que vous regardez seulement vos interets ."
"pos","les deux peuples , n'ont rien avoir avec cette politique de merde , hachakoum . il faudra un soulèvement des deux cotes pour dire c'est trop et casées tout les barrières . NB : il y a 5 % qui seront contre cette proposition et qui sont même pas ni algériens ni marocains"
"neg","J'ai beaucoups de respect pour le peuple algérien qui n'y est pour rien mais en tant que marocain et fière de ma marocanité je suis contre l'ouverture des frontières sauf si c'est l'Algérie et ses généraux qui demandent l'ouverture au Maroc"
"pos","Salam alor yavait bien une zone militaire alor que voi dites que No c pa bien de mentir au peuple alor c ce que vous faite depuis des diciné"
"neg","les rifians ont la tete comme la roche et ils sont tres complique a cause de ce que les espagnole l`ont fait, c`est pour cela les rifians ont besoin des session de therapy psychic"
"pos","pour Monsieur ALI: La militarisation suppose la prise en main des services publics par les FAR. A Al hociema il n'avais pas de militaires mais la police et les forces auxiliaires pour le maintien de l'ordre, leur effectif dépend des circonstances. Mais parler le même langage en satisfaction de la demande des manifestants on au lieu de parler du démantèlement des forces on parle de demilitarisation."
"neg","Madrid salam de las premisas teóricas"
"pos","les souhaits des marocains que toutes ces commissions ne s'arrêteront pas seulement à l'houssina nous voulons que les commissions dans toutes le Maroc des années en arrières est finir avec les corrompus il faut restaurer la traçabilités et essayer de généraliser les paiement électronique en Europe 90% des transactions ce font électroniquement ont vois plus de l'argent liquide sur les gens et en vois public, on ramenons de liquide à la banque il faut une justification d'où vient cette argent et la banque à un obligation de prévenir les renseignement généraux pour combattre la corruption"
"pos","et aprés les ministres, on doit faire un autre pour les décident qui sont plus haut que ministres, les vrais voleurs des richesses du pays sans payer les taxes ni rien, comme l'or, argent, cobalte, phosphate...exploitation des mines"
"pos","Votre conseil avec des milliers d'employés de votre famille et entourage coûte aux marocain plus de 300 millions de DH annuellement l'équivalent d'une dizaines d'hôpitaux ou bien des milliers d'emplois pour les diplômés chômeurs"
"pos","politique jettou suivre le courant et non pas me Coran! commence par les grands voleurs pour justifier ton salaire ! !!"
"pos","Au moins demandé des vrais auditeurs  pour connaître le budget"
"pos","Je ne sais pas pourquoi j ai une intuition (j  espére me tromper)que si Mr Jettou fait un audit serieux et sans complaisance les caisses de l Etat se redresseront et passeront au vert.Faut juste faire preuve de bonne volonté et que la justice soit JUSTE et expeditive."
"pos","ce jetou est in home d affaire tres reussi,apointe par le roi qui est le chef de justice et tout les etablissement pour decouvrir le fassad des etablissements.par des rapport marathonique qui fini a la poubelle va faire le compte d argent de phosphate et comment les bank Suisse et de panama on de l argent des marocain et du maroc ou peu etre jatou croit qu il fait in service publique pour les tv et media sa veut dire des film du makzen pour la propaganda qui exporte le hashish 23 milliard chaque annee 2017 avec rapport d Europe qui a tout cette argent au maroc,sachant que chaou n est plus ds ce dommaine depui 2013 l Europe doit demande la tete des gross trafiquant de drogue qui dovent etre juge en europe"
"pos","Est ce que M JETTOU est capable de faire son daignostic sur le budget alloué au palais?"
"pos","ça veut dire quoi?le destin des Marocains est d'attendre une\"ghadba malakiya\"pour que les responsables bougent ? bizarre"
"neg","Majesté avec tout mes respect tout les salaires des parlementaires qq ministres c'est de l'argent perdus, c'est de l'argent pour créer beaucoup de projets aux jeunes beaucoup de choses qui nécessites le contrôle, Aujourd'hui de passage par kenitra j'ai vue des autobus sans fenêtre, fenêtres cassées et à la place du fer suspendu pour cacher les fenêtres en plein centre de kenitra et les touristes qu'est ce qu'ils vont dirent.......les marocains qui viennent de l'étranger pour passer leurs vacances avec leurs familles ils vont dire merde c'est toujours la même choses. .......les gens paie l'autobus ce n'ai pas gratis où sont les recettes. ..???????,,,!!!!!! c'est vraiment une honte. ...."
"neg","POUR MAFAHAM OUALOU Tu ne comprendra jamais .car tes semblables sont aux cafes du midi au soir en fumant du zatla..et un telephone pour ecrire et dire des conneries et choses invraisemblables...tu ne seras jamais content meme si on couvrira le maroc en or..tu es du genre qui ne voit que de l 'obscurtisme et le noir partout..tu es de ceux qui ne veulent jamais voir leur pays passer de stade a un autre..un coeur noir pour le maroc et les maricains.meme ta famille..tu crois bien dire ds ton commentaire..la haine se voit jaire comme le feu qui brule ton coeur malade.....ALLAH YRADE BIK."
"pos","Si on a vecu pendant 60 ans, sans aide, sans rien, on peut supporter 100 ans plus sans aumones de makhzen, et le roi de maroc est persona non grata au Rif, ce mieux qu'il ne vienne pas a ce moment la"
"pos","la colere  si ce n.etait pas cette colere la plus part de ces ministres seront deja a marbeilla.ibiza.paris ou a new york pour des vacances de reves"
"pos","Il faut arrêter les coupables les voleurs et les traduire en justice et les montrer à la télévision comme exemple c est ce qu'on fait en France il y a moins de corruption comme ça"
"pos","OU SONT L'ARGENT DE L L’ANDZOA Oasis du Sud du Maroc qui controle ses fonds nass bdat tatghna ghir min les fonds de l'état ou es tu che JETTO"
"neg","Tous veulent s'assoire sur la chaise au coiffure. Mais le coiffeur est le propritaire N'est ce pas!!!!"
"neg","C'est des politiques comme NABILA MOUNIB et OMAR BALAFREJ qui peuvent changer les choses au Maroc  il nous faut une MONARCHIE PARLEMENTAIRE"
"neg","À mon avis, je peux pas imaginer Mounib à côté de Benkirane, les deux ont des orientations différentes. Normalement Mounib doit être le Boss de gouvernement, mais dans un pays où l'alphabet dépasse 50 pour cent, c'est un rêve"
"neg","C'est NABILA MOUNIB qui aurait dû être Premier Ministre"
"neg","Ta eu ta chance essey de faire mieux pour l avenir du Maroc . Laisse les autres travailler"
"neg","Avec l'Istiqlal on aurait deux partis politiques islamistes au pouvoir qui dirigeraient le Maroc vers la plus grande catastrophe de son histoire"
"neg","PJD + PI + USFP + PPS : islamistes + la gauche . Total = 125+46+20+12 =203"
"neg","Ben kiran est un bon homme et bon gouverneur dans le maroc"
"neg","Je suis vraiment impressionné du niveau de ces gens qui sous estiment nos intelligences. La participation des femmes ! C’est la seule remarque que tu as à nous présenter. Cette personne je ne sais pas quelle compétence il a pour participer au destin des marocains."
"neg","Je ne fais pas de procès d'intention. Mais M.El Omari a raison; Elle est où la femme Il y en a qui pense que c'est trop tôt pour en parler, et alors on en parlera quand . Quand le gouvernement sera constitué ?  Pour les PJDistes c'est jamais le moment, ou c'est trop tôt ou trop tard"
"neg","monsieur othmani a le droit d être accompagné avec des ténors de son parti c est le Protocol de tous les partis du monde et surtout quand il s agit du parti élu au suffrage universel donc je ne vois pas ou est le mal  secondo le premier ministre est en plein consultations laissez le tranquille de faire son travail d autant plus qu il est assez intelligent pour trouver la meilleure solution a ce blocage"
"neg","Jaurais bien aimer etyre daccord avec Maitre El Haini, sil avait dit de meme des chefs de partis qui sont venus voir Si Othmani. Tous sont entoures des memebres de leur parti ...et apparemment il considere cela normal et il dit que Othmani entoure des siens ce nest pas normal....qui va vous croire maître?  Si voius avez des proble3mes avec Si Benkirane je ne vois pas pourqoui vous denegrez son parti...Un peu deobjectivite ne fait pas de mal surtout de la patrt dun juge?  A noter que je nai aucun lien avec les pdjistes ni le PJD ...Publ ier Hespress..."
"neg","important qu'il soit au gouvernement avec RNI soit 37+20=57 PI =57 donc USFP +RNI = PI"
"neg","On ne sait pas dans quel camp se situe le parti de lachgar à l’époque de mr benkirane etait avec akhnouch et maintenant avec mr othmani il dit que nul parle à sa place. malheureusement c il n'ya pas de maturité politique chez les chefs de partis politiques et sans cela il n'y aura jamais un gouvernement solide et efficace . pour moi sa majesté le roi est la seule personne qui travaille et pense pour le bien du maroc et il combat dans toutes les instances internationales"
"neg","Grande joie et fierté que nous sentons Monsieur Akhannouch, enfin un homme responsable, honnête et fiable sur lequel on peut compter, très difficile de trouver de tels hommes malheureusement dans les partis politiques national."
"neg","Continuez ainsi Monsieur Akhannouch vous êtes le meilleur. Que Dieu le tout puissant vous assiste."
"neg","les discussions se déroulent au siége du pjd,c'est positif ..et non pas comme c ést chez benkiran avec sa pyjama . et ses rires ridicules et insolents .benkiran se prenait pour un tarzan invincible et dictant ses lois et ses ordres un bonhomme irréaliste et opportuniste..qui a osé qualifier tamazight de chinoiserie..bon débarras et bon courage M el othmani."
"neg","C'est du grand n'importe quoi! Maintenant le PJD négocie avec le PAM? À quoi ils ont servi les élections? Pouvez vous m'expliquer svp ?parce que vraiment je comprend rien"
"neg","C EST CLAIRE LA THEATRS EST DEVOILE ON EST RETOURNE A L EPOQUE DE BASRIE MEME LE JOURNAL FRANCAIS LE MONDE PARLE D UNEVTHEATRE AU MAROC...LE PJD A LEVE LE DRAPEAU. BLANC"
"neg","Â l'Espagne je dis en tant que vrai marocain: vous savez bien que le Sahara est marocain mais vous ne voulez pas le reconnaître. Mais sachez que jamais l'Espagne ne connaîtra une vie de sécurité et de paix s' il arrive un malheur au Maroc ou si vous complotez avec le pilizario contre notre intégrité territoriale. Vive le roi et vive le Maroc de tanger à lagiuira"
"neg","L'erreur historique qui a compliqué le prob est que le Sahara devait rester mauritanien parce que les sahraouis sont des mauritaniens et les mauritaniens sont des sahraouis ...un seul peuple une seule nation ...le Maroc voulait profiter de la situation après le départ des espagnols mais les mauritaniens lui ont dit non. Puis il a négocié avec la Mauritanie et quand il a vu qu'il n'aura rien il a proposé le partage du Sahara avec les mauritaniens en 1975...la Mauritanie a fait l'erreur d'accepter...dommage mais on ne refait pas l'histoire..."
"neg","Le même parti , le même programme , les mêmes conditions pour la Participation des autres partis politique , mais on remplace le premier par le 2ème !!!!! Allez comprendre quelque chose !!!! Certains psy vous diront un simple caprice ."
"neg","tant que tu n as p démissionné tu es et tu seras CG."
"neg","A la poubelle de l histoire.tu n as Lisse aucune touche positive mr benkir Ane ou sont vos programmames.qu as tu fait a la santé ,a l enseignement, a lafonction publique, a l emploi de jeunes sans parlrer de l economie tu nous as appauvri tandisque les richels tu les as enrichis.les dettes exterieures sont alarmantes. Dieu se charteraar de toi prochainement.les enfants du Marco ne mangelt plus a leur faim a cause de la hausse des prix que tu as flamboye"
"neg","il y'a rien qui va la fâchée . elle n'a pas voulus participer a la formation du gouvernement après le 7 octobre c'est que du bla bla bla cette femme je la crois plus manant . j'ai une mauvaise appréciation sur elle . je la croyais au début manant fini c'est que du bla bla ce qu'elle dit ."
"neg","J'ai voté pour cette Grande Dame et je réitérerais mon vote pour elle car c'est la seule qui propose clairement une Monarchie Parlementaire et le droit de vote aux MRE Chers compatriotes réveillez vous !!!"
"neg","usa apres 48 mois donald trump ira vendre chawarma au centrale park"
"neg","Réponse à AHSSAYEN  Notre présence dans l'assemblée le l'union Africaine pour La Réunion en Ethiopie est indispensable cher Mr : car c'est une bataille de longue haleines contre les quelques pays qui soutiennent les projets de RSDA ( Polisario ) car la meilleur defense c'est l'attaque d'où notre présence primordiale ."
"neg","tous les politiciens disent la meme chose avant les election"
"pos","Bonjours Toujours la langue de bois. On veut la dissolution du PJD et du parlement."
"pos","C est fou comme ce mr est ignorant.la flexcibilié s est averée catastrophique même avant son lancement."
"neg","bonne chance mr otmani. que dieu protx"
"pos","Kif yadhak 3alayna kif... Tous se moquent des rifains... Tu m as agressé opprimé tabassé insulté emprisonné et tu veux be le calme avec un sparadrap. ... Idahkou 3alina ..."
"neg","Moi mon avis est qu'il faut fermer tous les cliniques et tous les cabinets privés. Les medecins ont été formés par l'argent du contribuable pour rendre un service à la société et non pas pour devenir le boucher de cette société. Et il faut d'une autre partie augmenter le budget de la santé au Maroc pour offrir un service public de qualité comme les pays développés. Si je ne me trompe pas, j'ai entendu dire qu'il n'y a pas de cliniques privées dans plusieurs pays développés comme la Grande Bretagne ou le Canada."
"neg","Aucun esprit de nationalisme. Le médecin marocaine ne pense plus qu'à s'enrichir le plus vite possible. Ces médecins qu'on appelle docteur par abus de langage et qui n'ont même pas de doctorat comme les professeurs universitaires se croient au dessus de la loi. Ils veulent pas soigner les pauvres, le serment d’Hippocrate est devenu pour eux comme un hadith non authentique. Aucun respect pour ces soit disant médecins tombés de la dernière pluie."
"pos","rien a changer et rien ne va& changer"
"neg","Mes amis ben kirane n'est prophete il doit savoir qe personne n'est indisponsabe un papier peut nommer et peur decharger des fonctions benkirane et ses parisans jouent avec du feu ils sont jaloux se SIel otmani ils ne veulent le laisser tra"
"neg","Mes amis ben kirane n'est prophete il doit savoir qe personne n'est indisponsabe un papier peut nommer et peur decharger des fonctions benkirane et ses parisans jouent avec du feu ils sont jaloux se SIel otmani ils ne veulent le laisser tra"
"pos","Nous avons les hommes politique\" abrutis \" qu'on mérite"
"neg","c'est le seul argument. de les liberer d'abord il faut les juger. ensuite. ine grace royal"
"pos","De gré ou de force le régime tyrannique les libérera"
"pos","al watan et la sacralité sont des choses abstract, ce qui est sacré sont les citoyens, ajoute, que les partis politiques doivent avoir condamné l'action policier, sachant que la constitution de 2011 défend les droits, et aussi renier de la baltajia des policiers, en cassant et vole les propriétés des citoyens"
"pos","il nous faut une MONARCHIE PARLEMENTAIRE"
"pos","Les services internes ne contrôlent pas certains fonctionnaires de leurs services externes qui,parfois en connivence avec des élus locaux,exercent un pouvoir absolu dans la gestion des deniers publics et des ressources humaines...Les budgets des collectivités sont une vache à traire et les promotions de leurs subalternes une mine d'or!!! shame on all of them....."
"neg","A titre de correction, il ne peut être extradé au Maroc que s'il le souhaite. Autrement dit, sans son accord il ne sera pas délivré au autorités Marocaines. Un procès et la prison éventuellement aux pays pas est plus avantageux pour lui."
"neg","Ce CHAOU n'a aucune relation avec le Hirak, son arrestation ne touche ni de près ni de loin le Hirak comme essaye de propager les médias du Makhzen. Tout ce que les autorités vont gagner c'est de ne dévoiler les responsables de la fameuse affaire de les cinq jeunes , tués et calcinés dans une banque à  Alhiceima.  le hirak continuera"
"neg","ayeh, depuis quand le maroc applique est respecte la loi. depuis quand connaissez vs la justice ....je doute forte sur les accusations qui lui sont portés. je pense qu'au règlement des compte entre des personnes ou..."
"pos","C'est ce qu'on appelle un coup de maître..bravo le Maroc.et encore plus de fermeté."
"neg","Même si il sera condamné au Maroc ils passera sa période d'emprisonnement en Hollande dans une prison 5 étoiles ils sera assisté par des avocats hollandais de gros calibre ils faut pas s'en faire pour lui ils faut s'inquiéter pour le peuple lambada comme les jeunes du Rif a qui on bafoué leurs droits"
"pos","Y'en a d'autres à arrêter et juger au maroc svp. Politiciens ou non."
"neg","L intervention d Israel en pays Hollande facilite l arret de l innocent Ch3ou a cause des pressions que Israel a pose cependant le Maroc va conceder a tous ce que Israel besoin meme ... d"
"neg","de uitlevering van een Nederlander is gevraagd ten behoeve van een tegen hem gericht strafrechtelijk onderzoek en naar het oordeel van Onze Minister is gewaarborgd dat, zo hij ter zake van de feiten waarvoor zijn uitlevering kan worden toegestaan in de verzoekende Staat tot onvoorwaardelijke vrijheidsstraf wordt veroordeeld, hij deze straf in Nederland zal mogen ondergaan."
"pos","Pour le.commentaire 53 d'abord tu n'es.pas marocain. Ton ecrito le démontre. Quant au reste il ne mérite même pas de réponse."
"neg","Au numéro55. Ça prouve que les citoyens hollandais sont respectés partout et que l'état hollandais ne délivrent pas ses citoyens sans que un procès équitable et juste soit garantis. Pas comme les marocains qui sont considérés comme des abides qui n'ont pas de valeurs aux yeux de mekhzan."
"pos","maroc richard. richard azouz. et tachfine seront les prochaines bien venu au maroc oh j.ai oublier peter chmkkare wanari"
"pos","Tout ce que vous voyez c est le meme film de commedie de couvernement marocaine"
"pos","Tout ce que vous voyez c est le meme film de commedie de couvernement marocaine"
"neg","oui et après on va le pendre sur une place public à Nador ou à lhoycima ou vous voulez"
"pos","beaucoup de de bruit pour un omelet. monopolisation de puissance.mchina fiha."
"pos","le geste qui rendra la confiance est la libération de tous les prisonnier du RIF"
"pos","Si vous avez un soupçon d'honnêteté démissionnez , la majorité des marocains rejettent le Maroc des castes , la caste des marocains chérifiens qui possèdent les mines d'or, d'argent , zinc , phosphate .....et la caste des marocain serviteurs .....le Maroc appartient à tous les marocaines venez en le partage à part égale je veux ma part et j'irai vivre sur mars si ça me chante"
"neg","Wahad , LIBERTE POUR LES PRISONNIERS JOUJ LIBERTE POUR LES PRISONNIERS TELATA LIBERTE POUR LES PRISONNIERS en suite vous ne verrez plus personne dans la rue c'est portant clair BON- SANG"
"neg","Corriger il n y a pas d excuses pour le comportement sauvage des forces d occupation.  Le premier ministre a dit : ON REGRETTE  il n a pas dit ; ON S EXCUSE . en plus il a mis sur le même pied d égalité le bourreau et la victime. c est inacceptable. plusieurs villes et villages sont assiégés par des milliers de policiers gendarmes forces auxiliaires et autres agents de dépressions. on est des marocains ou des ennemis? pourquoi cette violencele jour de l Aid? qui a donné l ordre de tabasser la population?  En tant que Psychiatre vous savez sue cette violence va traumatiser pour de longues années cette population. Le ministre parle de projets mais incapable de citer un seul.  Dites aux rifains quels sont ces fameux projets? leur budget et leur timing leurd impacts ... le reste c est du blabla destiné à la consommation...du vide.. Vous avez suffisamment insulté les rifains. on veut dew actions du concret sinon retourner à votre someil . Citoyen d Al Hoceima"
"neg","Monsieur le ''Premier ministre'', si vous avez encore un seul gramme de dignité, de bonne conscience et d'amour propre ( je ne parle pas de l'amour pour la patrie, car vous n'en avez jamais eu), vous devrez présenter vos excuses à tout le peuple marocain, vous devrez déclarer haut et fort que vous n'êtes pas et n'avez jamais été à la hauteur de votre devoir et vos responsabilités, que vous et vous comparses avez vendu des mensonges au peuple marocain, que n'avez ni le carisme, ni les compétences, ni le courage nécessaires pour le poste que vous occupez. Enfin, vous devrez tout simplement présenter un DÉMISSION COLLECTIVE, en espérant que le peuple marocain soit plus indulgent et plus généreux que vous ne l'êtes."
"neg","enfin il semble que tout est sur la bonne voie"
"neg","tous ces problèmes se sont déroulés sous la houlette de si benkirane aussi (2015) il etait chef de gouvernement! !! il en est responsable lui aussi...lui aussi doit assumer ses responsabilités ...ces projets ont été inaugurés au moment où il était premier ministre n 'est -ce pas? !!! benkirane était et restera la source de pas mal de maux...il n' avait de yeux que pour la classe moyenne (gel des salaires...application de la maudite réforme de retraite. ..et j' en passe.  ."
"pos","Il faut qu'il y ait un contrôle sérieux des dépenses budgétaires e s"
"pos","JE PENCE QU UN MINISTRE OU UN AUTRE CITOYEN ON LE MEME STATUT DEVANT LA LOIS ALORS IL FAUT JUGER CELUI QUI A DONNER SON SERMENT DEVANT SM ET DEVANT LE PEUPLE QU IL FAIT SON DEVOIR COMME UN TEL OU TEL CITOYEN S IL Y A JUSTICE IL FAUT LES PASSERS DEVANT UN TRUBINAL POUR TRAHISANT. VOILA ET QU ON CACHE PAS LES INDIVIDUS QUI ONT RIEN A FOUTRES NI DU MAROC NI DES MAROCAINS DONNER UNE FOIS UN EXEMPLE ET VOUS ALLEZ VOIR LE RESTE IL Y AURA PLUS DE PARTIE QUI CHERCHE A ENGAGER LES RIPOUX . MERCI DE PUBLIER"
"pos","POUR UN JUGEMENT OBJECTIF, IL FAUDRAIT QUE TOUT MINISTRE CONCERNE DEMISSIONNE DE SA FONCTION, SINON, CE N'EST QUE BIDON!!!!!"
"neg","Je pense que c'est une bonne démarche pour l'économie marocaine même si cela va diminuer le pouvoir d'achat des familles moyennes et pauvres. Notre monnaie actuelle ne reflète pas notre niveau d'économie car elle est liée à d'autres monnaies et par la suite on vit au dessus de nos moyens. Donc, il faut dire les choses clairement, il faut travailler et épanouir notre économie comme les européens et les chinois et arrêter de se lamenter et se lier à l'euro et le dollar. Toute la terre nous prête de l'argent pour qu'on survive, c'est la honte ! Faisons nous même notre richesse a 3ibad Lah. Merci"
"neg","Enfin les trois personnes honnêtes et travailleurs, il faut bien contrôler al jamaate........."
"pos","Toujours les memes noms pour les memes postes pas de changement"
"pos","la twssi ytim 3la bka ils savent ce qu'il faut faire tous de la même école"
"pos","Ces gens là mènent le pays à la catastrophe. C est exactement ce qui s est passé ailleurs. On continue à vendre les illusions jusqu' à l'enlisement. Que dieu nous garde de leur satanisme"
"pos","On verra ce qu'il va faire contre les. Cassseur ss bus et les envahisseurs des voies publiques Khadara et jouteyat et les cafés sui occupent les passages publiques"
"neg","prenez des leçons de l'histoire .les gauchistes n'ont rien à donner à leur peuple .regardez le gouvernement de youssefi .ils ont vendu tous les établissements rentables de l’état. et indemnisé leur camarade dans le .cadre de ce qu'ils sont nommé la réconciliation"
"neg","On ne veut plus entendre ce genre de discours aussi...Il faut agir et baraka du bla bla"
"pos","Il n'y a pas que Rabat dans ce royaume"
"neg","certains marocains de gauchistes et de religieux extremes passent leur temps à dénigrer notre pays. Si vous n'etes pas contents cassez vous ailleurs et vous allez voir si un autre pays pourra vous accepter.  oppement alhamdou lilah le maroc est beau et en voie de develp"
"neg","ayez mr le wali un peu d'initiative humaine pour le bonne marche et le développement du domaine social, en l'occurrence ce centre social de témara , qui va de mal en pire"
"pos","Tel pere tel fils.toujours present dans les grands evenements quoique avec un peux de retard sur le pere."
"neg","la stabilité positive permettant l'accès graduel à la démocratie a besoin de la collaboration quotidienne entre le makhzen et tous les partis sans exception,c'est un lien existent même lors des années de plomb, la preuve, ce gouvernement est une coalition de différents partis,des ex communistes aux obscurantistes islamistes,c'est une donnée historique du maroc, alors que les manifs du rif continuent jusqu'à l'épuisement comme pour le mouvement 20 février qui a offert sa victoire aux islamistes anti démocratiques, alors les manifestants du rif doivent sauver leurs acquis en terminant leurs mouvements et accepter les propositions du gouvernement pour satisfaire les revendications, sinon ils échoueront comme le mvt 20 f, c'est à eux de choisir"
"neg","Vos analyses sont à côté de la plaque. Vos analyses seraient valable si on était dans un pays comme la suède ou la norvège ou autre riche pays. Alors que vous cherchez loin, la raison est très simple: Ben Kirane, le gouvernement ou les tout autre, que vous pouvez appeler le systeme, a appauvri la population. Les gens ne peuvent plus joindre les deux bouts de ficelles. Continuez de parler de la politique politicienne, les gens ont besoin de vivre, survivre, ont de médicaments, d'écoles pour les enfants; et au minimum être respecté en tant qu'humains, marocains ayant leur fierté."
"neg","t'en est un, parmis ceux que tu critiques, au lieu d'aider à sortir de l'impasse, tu crache de l'huile sur le feu, mais on s'en sortira sans toi. Et reste là où tu es."
"neg","Le Gouvernement par l'intermediaire de sa majesté a fait un pas, à vous de le faire maintenant en suspendant votre mouvement. Sinon pensez aux forces de l'ordre qui n'ont pas eu la chance de fêter L'aid avec leurs familles. Vous n'avez pas honte, mais le côté sacré de l'aid vous ne l'avez pas repecter!!!!"
"neg","pourquoi le PJD .....il n'a pas de solutions..........c'est eux les responsables.........."
"pos","Ça sent l'odeur du prince rouge"
"neg","Au delà des rivalités politico-politiciennes il y a indéniablement une spécificité et des caractéristiques propres au Rif. Affitmer que les problèmes du Rif sont similaires à celle de nombreuses regions du Maroc est une affirmation gratuite sans aucun fondement.  1. Géographiquement le Rif est à 14 km de l Europe et il a été durant son histoire confronté à toutes les civilisations et conflits dans la méditerranée. ce qui a permet aux Rifains d être mieux informés mieux organisés combatifs et plus revendicatifs. 2. Historiquement le Rif a subi des atrocités traumatisantes durant la période coloniale. la population a subi des bombardements avec des gaz chimiques...c est unique en méditerranée. En 1958_59. Les Rifains désarmés ont subi un autre traumatisme. ..un véritable massacre de civiles par la jeune armée marocaine. plus de 9000 tués et des dizaines de milliers de blessés torturés violés. ..un desastre. A suivre Citoyen d Al Hoceima"
"neg","3. le Rif héberge les dernières colonies en Afrique. 12 colonies Sebta Miliya Nkor Badis ... c est une humiliation quotidienne des Rifains. Hassan 2 s'est opposé aux diverses revendications de récupérer ces territoires. En plus la contrebande en provenance de ces colonies tue l économie locale. 4. Le Rif est la seul région du Maroc et de tous les pays mediterraneens qui enregistré une immigration massive de ses habitants. une véritable exode programmé. Pourquoi?  4. Le Rif est la premier producteur et exportateur mondial du haschich. Aucune retombée positive sur la région. bien zu contraire. Situation tolérée et encouragée par les autorités. pourquoi? 5. Pendant des décennies les transferts en devises de la diaspora rifaine constituaient la première ressource en devises pour le Maroc loin devant les recettes des exportations du phosphates ey des agrumes. Ses transferts n ont pas profité au Rif. A suivre Citoyen d Al Hoceima"
"pos","Bizarre, bizarre, certains osent encenser le pjd à tout va. Qui peut nier la \"gestion\" lamentablement catastrophiques de vos idôles du même pjd? qui peut nier la responsabilité de benkiran quant aux récents soulèvements vu l'appauvrissement record de la \"classe moyenne\" comme celle démunie? heureusement, l'obscurantisme fardé ne trompe point"
"pos","ce qu'il faut revendiquer c pas la réforme on en a pas besoin tt ce qu'on veut que cette monarchie corrompue parte,tant qu'elle est la, on a pas d'espoir cette monarchie est la pire des régimes .la propagande à l'extérieur et à l'intérieur le peuple est divisé en 2 catégories une qui monopolise ttes les richesses et l'autre qui n'a plus rien"
"neg","et qui est monibe.fachée ou pas sa ne change rien le peuple et la natione et plus important que mounibe fachée.tous les parties au maroc sont les mémes que du bla bla.et ils sont loin de servire le peuple et leurs interés."
